,Subject,obs,block,MMI,slope,IntersectionY,X_allocation,Y_allocation,RT,SV,ChoiceDifficulty
0,128,1,1,0.00894170626456825,-1.242326106971362,54.256778688288534,18.2,31.7,5.444770663249519,17.154339867768932,0.050035102318767635
1,128,2,1,0.0011197993871500111,-3.5561062066981015,85.71728274512597,0.0,85.7,5.159254446139937,22.002775192790065,0.2674485186620367
2,128,3,1,0.0005366615295896437,-2.839360037544122,63.97520053904773,0.2,63.5,6.08907977015762,17.28154617835606,0.1916171448644968
3,128,4,1,0.0016331907222796316,-1.5414961370508744,85.23425057431028,21.1,52.7,5.704443045788865,23.238866953502388,0.04826877087730309
4,128,5,1,0.012463828231979779,-1.15516077015394,97.26188691327171,36.7,54.8,6.21778425787989,28.814603280846015,0.04809117223323199
5,128,6,1,0.005793980400004561,-2.5874296419533827,64.18268127899279,0.0,64.2,5.0444838885442564,17.26700478897026,0.16030082599336412
6,128,7,1,0.0035996218454499296,-1.374239883564132,69.71607668422341,17.8,45.3,5.174135940266338,20.34959759550254,0.04520417891094964
7,128,8,1,0.006339483220327957,-2.542332297524516,53.16344521062181,0.0,53.2,5.5666698362818305,14.74781029877173,0.1596160313710108
8,128,9,1,0.0021013975998664947,-0.3174699340540985,24.41079965034283,76.9,0.0,5.878326020578349,20.090671991911332,0.22483547075627547
9,128,10,1,7.931717571629804e-08,-3.6485586526009204,70.3723065412974,0.1,70.2,4.920254595564652,18.70776175224705,0.28742608508123485
10,128,11,1,0.007448061847567522,-1.107022069023954,75.59316188154995,32.5,39.6,5.338079001903278,23.879467655187867,0.05108099645920157
11,128,12,1,2.6796602191736518e-05,-0.13736572467171893,8.670185305450351,63.1,0.0,4.253075658713951,17.01841341307335,0.7394289234971767
12,128,13,1,0.0002429005839743592,-0.209662599138945,20.884650808978556,99.6,0.0,5.144552865407575,24.960431289466076,0.40087071944905533
13,128,14,1,0.010367806397794777,-0.7448674337942885,55.01221523662917,51.1,17.0,4.710504859321913,21.438007661402487,0.04496616868398957
14,128,15,1,0.002465325193706569,-0.3274154460237309,27.671366578347524,84.5,0.0,3.9385432750576945,21.743966619025855,0.20974819074165854
15,128,16,1,0.005794781153588668,-0.662162393149834,46.526452976666576,37.4,21.8,6.047349220652005,19.819111901371638,0.048525049999460584
16,128,17,1,6.919146221973094e-06,-9.438222256388787,92.74279835921718,0.0,92.7,5.20979924261291,23.50117389584123,0.9337070577185289
17,128,18,1,0.00889283604141633,-0.42036259407029136,21.91346463501883,52.1,0.0,5.726337539865457,14.49151217867778,0.14026923700187874
18,128,19,1,0.004694257277251923,-1.1610739403404056,99.62506255881995,42.2,50.7,5.781906931042758,29.562111898489583,0.04777763993331927
19,128,20,1,0.0001492808697722836,-0.19096456422142602,18.362615100487645,96.2,0.0,5.6793538814956355,24.24348284525518,0.4565449834779449
20,128,21,1,0.0034822068912419013,-0.5929285925064885,49.719476000711595,57.6,15.6,4.52484359458509,22.445370877809616,0.057840794567767105
21,128,22,1,0.00015129552705572813,-0.1914563408698669,15.861423251007745,82.8,0.0,3.953502349288572,21.376305232502567,0.4670617075596801
22,128,23,1,0.03595812954958666,-0.4637485628278889,32.99256369680048,49.2,10.2,4.7637851846149895,18.48880328678755,0.1071355296282167
23,128,24,1,0.0006143963475175873,-2.767016735907374,54.84193982396669,0.2,54.2,5.820196787821433,15.152725110101466,0.18723380617036983
24,128,25,1,0.019858336737342275,-0.5753259157991375,30.410901977333072,30.8,12.7,4.392640153590495,14.944860207059145,0.06673898466660227
25,128,26,2,0.002464666223469525,-1.6393405328728954,80.4632906126206,16.1,54.1,4.831237915842189,21.816773042849597,0.054519365555128554
26,128,27,2,0.019340466362586017,-0.8893541665880802,51.79325787156424,34.5,21.1,4.620181996284003,18.86162495471904,0.053048788089519065
27,128,28,2,0.0002467588094514639,-0.2102976546108258,11.177819171063474,53.2,0.0,3.547237378516952,14.74781029877173,0.44279813958385367
28,128,29,2,5.926890025764742e-06,-0.10285323899419012,9.128995304581643,88.8,0.0,4.735221820234521,22.668690678135246,0.9768740654875532
29,128,30,2,0.028042568785763278,-0.5556707478173203,44.564796088265204,46.0,19.0,5.215177324874989,20.936402119695256,0.06779132940085929
30,128,31,2,0.01122256274158051,-0.625715827,37.92609117,33.2,17.1,6.584760792162296,17.144636520760187,0.05459677628589088
31,128,32,2,0.0017728377179154764,-1.5597846277285476,81.18417213340767,19.3,51.1,5.081424092999527,22.244699563903893,0.049573855752980324
32,128,33,2,0.006889934399431752,-1.512819513340949,56.35045177779971,17.8,29.4,4.327340043861437,16.428903226655898,0.050234289108885735
33,128,34,2,0.0036662317116653576,-0.3535587271229315,31.16778071213836,88.2,0.0,4.8161061730519314,22.540099702919523,0.1812719520274475
34,128,35,2,0.0016558268158259892,-0.6222018078846381,44.22560285571172,47.3,14.8,4.819041538561387,19.75462102072329,0.05374623571879126
35,128,36,2,0.002053429187815592,-1.321543748141227,58.364624867690885,18.8,33.5,4.198360252422114,17.817146393335705,0.04688884760358278
36,128,37,2,0.0006196508662771327,-0.2509650150191581,19.97975919731295,79.6,0.0,4.738425848362592,20.680912332848273,0.3231801716076467
37,128,38,2,0.00380709151177272,-0.9016100868459113,47.64846637984497,26.5,23.8,4.897788363286197,17.740521070781433,0.05410011014910666
38,128,39,2,0.006916321920001023,-1.1797613571286814,93.16123275327736,37.0,49.5,4.9376835546781255,27.67159619427947,0.047816872477178425
39,128,40,2,0.00794508499401081,-0.9999388802257279,83.79798314402173,44.6,39.2,4.756080302954836,27.193724267047394,0.05094962307393098
40,128,41,2,0.007976189019077706,-1.665344072577449,95.10443320755034,21.5,59.3,4.731911534531448,24.89833799448752,0.05484494997838337
41,128,42,2,8.290301806790357e-05,-0.17058944906455256,11.352882841579481,66.6,0.0,3.3089043545984325,17.807028410830714,0.561404905325356
42,128,43,2,0.00038234993659425065,-0.7256352742450657,56.39940501541963,45.3,23.5,3.7379507079561867,22.30863010773937,0.04456736782544842
43,128,44,2,0.004526431535103348,-0.971417969,63.01113657,33.3,30.6,4.768328601550697,21.712132361506562,0.053184961037450636
44,128,45,2,0.0003702803594265447,-0.22733518029401503,19.60030031604202,86.2,0.0,3.86453819461739,22.110439642662747,0.3668791056653886
45,128,46,2,0.009569851081090874,-0.805715176714275,48.27825062604894,35.3,19.9,4.407591982986713,18.64809675788645,0.04939743338572493
46,128,47,2,0.013962211350856624,-2.175046717806958,63.18061850619235,0.0,63.2,5.030187716684703,17.041041273603106,0.11086992882548727
47,128,48,2,9.140561463127916e-05,-0.7047149116451205,46.00879565379468,37.2,19.8,4.6311935412299015,19.083635334079293,0.04626142375152896
48,128,49,2,0.008746878650690126,-1.1034537254739332,89.01787996017465,37.8,47.3,6.692283798285691,27.40174649047991,0.04972007298263618
49,128,50,2,0.015238500185084769,-0.4679019484417305,25.87701060154425,55.3,0.0,6.295100831495711,15.234759418538077,0.10925460219868177
