,Predicted,True
0,-0.7312740490158507,0.17636102932771966
1,-0.01348731226312333,1.0127847943473125
2,-0.26715842977576787,-0.6839153675604192
3,-0.011891287337965933,1.2712548433770854
4,-0.00896195371580874,-2.284030367205462
5,-0.0955744661304122,0.9075505302392257
6,-0.7768197128410891,1.0842625319735908
7,0.24063828073871185,0.7801255952797765
8,0.16573611093814544,0.8599276216928222
9,0.40976477763382246,-0.2635547186009103
10,-0.048908307521502103,0.08325946333600902
11,0.13671053672674527,-0.7764710360268168
12,0.06724500283815305,0.36211697345178795
13,0.08717299432049325,0.18778189733416467
14,-0.07191094485815946,-1.4959929118319781
15,0.10138479355757776,1.0871558644141595
16,0.20769333333616452,0.007017043503180393
17,-0.047546856361824125,0.8503379796407889
18,0.14116927722689254,-1.7417117488268785
19,-0.19113283105625134,-1.8623059492174718
20,-0.23444380943642706,-0.7298859608112391
21,0.044806391151586855,1.2387235569758848
22,0.33930957683261664,1.9611596566745555
23,-0.32913173309462823,-1.3885828175592176
24,-0.22654940619887642,-0.4806386839067567
25,0.14115948223311903,-0.03423457253754416
26,0.08125751102671827,0.3153721868060759
27,0.23723324734933698,0.39356761490531744
28,0.014096615632239129,0.2630514756630301
29,-0.061428819480504826,-0.7308720767386472
30,-0.07755110272805249,-1.5999324629920217
31,0.3546768997144679,-0.3270176438520419
32,0.1433826306182831,1.3496848752955077
