,Feature,Beta,Node1,Node2
2873,LH_Default_pCunPCC_2__LH_Cont_Par_1,0.0,50.0,34.0
2872,RH_Vis_1__LH_Vis_1,0.0,51.0,1.0
2871,LH_Default_pCunPCC_2__LH_Cont_PFCl_1,0.0,50.0,35.0
2870,LH_Default_pCunPCC_2__LH_Cont_pCun_1,0.0,50.0,36.0
2869,LH_Default_pCunPCC_2__LH_Cont_Cing_1,0.0,50.0,37.0
2868,LH_Default_pCunPCC_2__LH_Default_Temp_1,0.0,50.0,38.0
2867,LH_Default_pCunPCC_2__LH_Default_Temp_2,0.0,50.0,39.0
2866,LH_Default_pCunPCC_2__LH_Default_Par_1,0.0,50.0,40.0
2865,LH_Default_pCunPCC_2__LH_Default_Par_2,0.0,50.0,41.0
2864,LH_Default_pCunPCC_2__LH_Default_PFC_1,0.0,50.0,42.0
2863,LH_Default_pCunPCC_2__LH_Default_PFC_2,0.0,50.0,43.0
2862,LH_Default_pCunPCC_2__LH_Default_PFC_3,0.0,50.0,44.0
2861,LH_Default_pCunPCC_2__LH_Default_PFC_4,0.0,50.0,45.0
2860,LH_Default_pCunPCC_2__LH_Default_PFC_5,0.0,50.0,46.0
2859,LH_Default_pCunPCC_2__LH_Default_PFC_6,0.0,50.0,47.0
2874,RH_Vis_1__LH_Vis_2,0.0,51.0,2.0
2876,RH_Vis_1__LH_DorsAttn_Post_4,0.0,51.0,19.0
2893,LH_Default_pCunPCC_2__LH_Limbic_TempPole_1,0.0,50.0,32.0
2877,RH_Vis_1__LH_DorsAttn_Post_3,0.0,51.0,18.0
2892,LH_Default_pCunPCC_2__LH_Limbic_TempPole_2,0.0,50.0,33.0
2891,RH_Vis_1__LH_Vis_3,0.0,51.0,3.0
2890,RH_Vis_1__LH_Vis_5,0.0,51.0,5.0
2889,RH_Vis_1__LH_Vis_6,0.0,51.0,6.0
2888,RH_Vis_1__LH_Vis_7,0.0,51.0,7.0
2887,RH_Vis_1__LH_Vis_8,0.0,51.0,8.0
2886,RH_Vis_1__LH_Vis_9,0.0,51.0,9.0
2885,RH_Vis_1__LH_SomMot_1,0.0,51.0,10.0
2884,RH_DorsAttn_Post_5__RH_Vis_8,0.0,71.0,58.0
2883,RH_Vis_1__LH_SomMot_3,0.0,51.0,12.0
2882,RH_Vis_1__LH_SomMot_4,0.0,51.0,13.0
2881,RH_Vis_1__LH_SomMot_5,0.0,51.0,14.0
2880,RH_Vis_1__LH_SomMot_6,0.0,51.0,15.0
2879,RH_Vis_1__LH_DorsAttn_Post_1,0.0,51.0,16.0
2878,RH_Vis_1__LH_DorsAttn_Post_2,0.0,51.0,17.0
3696,LH_SalVentAttn_Med_3__LH_DorsAttn_Post_1,0.0,30.0,16.0
3713,RH_SomMot_7__LH_Default_Temp_1,0.0,65.0,38.0
3698,LH_SalVentAttn_Med_3__LH_DorsAttn_PrCv_1,0.0,30.0,22.0
4510,RH_Vis_1__LH_Cont_PFCl_1,0.0,51.0,35.0
4517,RH_Vis_1__LH_SalVentAttn_Med_1,0.0,51.0,28.0
4516,RH_Vis_1__LH_SalVentAttn_Med_2,0.0,51.0,29.0
4515,RH_Vis_1__LH_SalVentAttn_Med_3,0.0,51.0,30.0
4514,RH_Vis_1__LH_Limbic_OFC_1,0.0,51.0,31.0
4513,RH_Vis_1__LH_Limbic_TempPole_1,0.0,51.0,32.0
4512,RH_Vis_1__LH_Limbic_TempPole_2,0.0,51.0,33.0
4511,RH_Vis_1__LH_Cont_Par_1,0.0,51.0,34.0
4509,RH_Vis_1__LH_Cont_pCun_1,0.0,51.0,36.0
4462,RH_Vis_6__LH_DorsAttn_Post_1,0.0,56.0,16.0
4508,RH_Vis_1__LH_Cont_Cing_1,0.0,51.0,37.0
4507,RH_Vis_1__LH_Default_Temp_1,0.0,51.0,38.0
4506,RH_Vis_2__LH_Vis_9,0.0,52.0,9.0
4505,RH_Vis_2__LH_SomMot_1,0.0,52.0,10.0
4504,RH_Vis_2__LH_SomMot_2,0.0,52.0,11.0
4503,RH_Vis_2__LH_SalVentAttn_Med_3,0.0,52.0,30.0
4502,RH_Vis_2__LH_Limbic_TempPole_1,0.0,52.0,32.0
4518,RH_Vis_1__LH_SalVentAttn_PFCl_1,0.0,51.0,27.0
4519,RH_Vis_1__LH_SalVentAttn_FrOperIns_2,0.0,51.0,26.0
4520,RH_Vis_1__LH_SalVentAttn_FrOperIns_1,0.0,51.0,25.0
4521,RH_Vis_1__LH_SalVentAttn_ParOper_1,0.0,51.0,24.0
4536,RH_Vis_1__LH_Default_PFC_7,0.0,51.0,48.0
4535,RH_Vis_1__LH_Default_pCunPCC_1,0.0,51.0,49.0
4534,RH_Vis_2__LH_Vis_1,0.0,52.0,1.0
4533,RH_Vis_2__LH_Default_PFC_6,0.0,52.0,47.0
4532,RH_Vis_2__LH_Vis_2,0.0,52.0,2.0
4531,RH_Vis_2__LH_Vis_3,0.0,52.0,3.0
4530,RH_Vis_2__LH_Vis_4,0.0,52.0,4.0
4529,RH_Vis_2__LH_Vis_5,0.0,52.0,5.0
4528,RH_Vis_2__LH_Vis_6,0.0,52.0,6.0
4527,RH_Vis_2__LH_Vis_7,0.0,52.0,7.0
4526,RH_Vis_2__LH_Vis_8,0.0,52.0,8.0
4525,RH_Vis_1__LH_Default_PFC_1,0.0,51.0,42.0
4524,RH_Vis_1__LH_Default_Par_2,0.0,51.0,41.0
4523,RH_Vis_1__LH_Default_Par_1,0.0,51.0,40.0
4522,RH_Vis_1__LH_Default_Temp_2,0.0,51.0,39.0
4501,RH_Vis_2__LH_Limbic_TempPole_2,0.0,52.0,33.0
4500,RH_Vis_2__LH_Cont_Par_1,0.0,52.0,34.0
4499,RH_Vis_2__LH_Cont_PFCl_1,0.0,52.0,35.0
4480,RH_Vis_2__LH_DorsAttn_Post_1,0.0,52.0,16.0
4478,RH_Vis_2__LH_DorsAttn_Post_3,0.0,52.0,18.0
4477,RH_Vis_2__LH_DorsAttn_Post_4,0.0,52.0,19.0
4476,RH_Vis_2__LH_DorsAttn_Post_5,0.0,52.0,20.0
4475,RH_Vis_2__LH_DorsAttn_Post_6,0.0,52.0,21.0
4474,RH_Vis_2__LH_DorsAttn_PrCv_1,0.0,52.0,22.0
4473,RH_Vis_2__LH_DorsAttn_FEF_1,0.0,52.0,23.0
4472,RH_Vis_2__LH_SalVentAttn_ParOper_1,0.0,52.0,24.0
4471,RH_Vis_2__LH_SalVentAttn_FrOperIns_1,0.0,52.0,25.0
4470,RH_Vis_2__LH_SalVentAttn_FrOperIns_2,0.0,52.0,26.0
4469,RH_Vis_2__LH_SalVentAttn_PFCl_1,0.0,52.0,27.0
4468,RH_Vis_4__LH_DorsAttn_Post_6,0.0,54.0,21.0
4467,RH_Vis_4__LH_DorsAttn_PrCv_1,0.0,54.0,22.0
4466,RH_Vis_4__LH_DorsAttn_FEF_1,0.0,54.0,23.0
4465,RH_Vis_6__LH_DorsAttn_Post_6,0.0,56.0,21.0
4464,RH_Vis_6__LH_SomMot_5,0.0,56.0,14.0
4479,RH_Vis_2__LH_DorsAttn_Post_2,0.0,52.0,17.0
4481,RH_Vis_2__LH_SomMot_6,0.0,52.0,15.0
4498,RH_Vis_2__LH_Cont_pCun_1,0.0,52.0,36.0
4482,RH_Vis_2__LH_SomMot_5,0.0,52.0,14.0
4497,RH_Vis_2__LH_Cont_Cing_1,0.0,52.0,37.0
4496,RH_Vis_2__LH_Default_Temp_1,0.0,52.0,38.0
4495,RH_Vis_2__LH_Default_Temp_2,0.0,52.0,39.0
4494,RH_Vis_2__LH_Default_Par_1,0.0,52.0,40.0
4493,RH_Vis_2__LH_Default_Par_2,0.0,52.0,41.0
4492,RH_Vis_2__LH_Default_PFC_1,0.0,52.0,42.0
4491,RH_Vis_2__LH_Default_PFC_2,0.0,52.0,43.0
4490,RH_Vis_2__LH_Default_PFC_3,0.0,52.0,44.0
4489,RH_Vis_2__LH_Default_PFC_4,0.0,52.0,45.0
4488,RH_Vis_2__LH_Default_PFC_5,0.0,52.0,46.0
4487,RH_Vis_2__LH_Limbic_OFC_1,0.0,52.0,31.0
4486,RH_Vis_2__LH_SalVentAttn_Med_2,0.0,52.0,29.0
4485,RH_Vis_2__LH_SomMot_3,0.0,52.0,12.0
4484,RH_Vis_2__LH_SalVentAttn_Med_1,0.0,52.0,28.0
4483,RH_Vis_2__LH_SomMot_4,0.0,52.0,13.0
4537,RH_Vis_1__LH_Default_PFC_6,0.0,51.0,47.0
4538,RH_Vis_1__LH_Default_PFC_5,0.0,51.0,46.0
4539,RH_Vis_1__LH_Default_PFC_4,0.0,51.0,45.0
4595,RH_Vis_3__LH_Vis_3,0.0,53.0,3.0
4593,RH_Vis_3__LH_Vis_5,0.0,53.0,5.0
4592,RH_Vis_3__LH_Vis_6,0.0,53.0,6.0
4591,RH_Vis_3__LH_Vis_7,0.0,53.0,7.0
4590,RH_Vis_3__LH_Vis_8,0.0,53.0,8.0
4589,RH_Vis_3__LH_Vis_9,0.0,53.0,9.0
4588,RH_Vis_3__LH_SomMot_1,0.0,53.0,10.0
4587,RH_Vis_3__LH_SomMot_2,0.0,53.0,11.0
4586,RH_Vis_3__LH_SomMot_3,0.0,53.0,12.0
4585,RH_Vis_3__LH_SomMot_4,0.0,53.0,13.0
4584,RH_Vis_3__LH_SomMot_5,0.0,53.0,14.0
4583,RH_Vis_3__LH_Cont_PFCl_1,0.0,53.0,35.0
4582,RH_Vis_3__LH_Cont_pCun_1,0.0,53.0,36.0
4581,RH_Vis_3__LH_Cont_Cing_1,0.0,53.0,37.0
4580,RH_Vis_4__LH_Vis_4,0.0,54.0,4.0
4579,RH_Vis_4__LH_Vis_6,0.0,54.0,6.0
4594,RH_Vis_3__LH_Vis_4,0.0,53.0,4.0
4596,RH_Vis_3__LH_Vis_2,0.0,53.0,2.0
4577,RH_Vis_4__LH_Vis_8,0.0,54.0,8.0
4597,RH_Vis_3__LH_Vis_1,0.0,53.0,1.0
4612,RH_Vis_3__LH_SalVentAttn_FrOperIns_1,0.0,53.0,25.0
4611,RH_Vis_3__LH_SalVentAttn_PFCl_1,0.0,53.0,27.0
4610,RH_Vis_2__LH_Default_pCunPCC_1,0.0,52.0,49.0
4609,RH_Vis_3__LH_SalVentAttn_Med_1,0.0,53.0,28.0
4608,RH_Vis_3__LH_SalVentAttn_Med_2,0.0,53.0,29.0
4607,RH_Vis_3__LH_SalVentAttn_Med_3,0.0,53.0,30.0
4606,RH_Vis_3__LH_Limbic_OFC_1,0.0,53.0,31.0
4605,RH_Vis_3__LH_Limbic_TempPole_1,0.0,53.0,32.0
4604,RH_Vis_3__LH_Limbic_TempPole_2,0.0,53.0,33.0
4603,RH_Vis_3__LH_Cont_Par_1,0.0,53.0,34.0
4602,RH_Vis_3__LH_DorsAttn_Post_3,0.0,53.0,18.0
4601,RH_Vis_3__LH_DorsAttn_Post_2,0.0,53.0,17.0
4600,RH_Vis_3__LH_DorsAttn_Post_1,0.0,53.0,16.0
4599,RH_Vis_3__LH_SomMot_6,0.0,53.0,15.0
4598,RH_Vis_2__RH_Vis_1,0.0,52.0,51.0
4578,RH_Vis_4__LH_Vis_7,0.0,54.0,7.0
4576,RH_Vis_4__LH_Vis_9,0.0,54.0,9.0
4540,RH_Vis_1__LH_Default_PFC_3,0.0,51.0,44.0
4557,RH_Vis_3__LH_Default_PFC_1,0.0,53.0,42.0
4555,RH_Vis_3__LH_Default_PFC_3,0.0,53.0,44.0
4554,RH_Vis_3__LH_Default_PFC_4,0.0,53.0,45.0
4553,RH_Vis_3__LH_Default_PFC_5,0.0,53.0,46.0
4552,RH_Vis_3__LH_Default_PFC_6,0.0,53.0,47.0
4551,RH_Vis_3__LH_Default_PFC_7,0.0,53.0,48.0
4550,RH_Vis_3__LH_Default_pCunPCC_1,0.0,53.0,49.0
4549,RH_Vis_3__LH_Default_pCunPCC_2,0.0,53.0,50.0
4548,RH_Vis_3__RH_Vis_1,0.0,53.0,51.0
4547,RH_Vis_3__RH_Vis_2,0.0,53.0,52.0
4546,RH_Vis_4__LH_Vis_1,0.0,54.0,1.0
4545,RH_Vis_2__LH_Default_pCunPCC_2,0.0,52.0,50.0
4544,RH_Vis_2__LH_Default_PFC_7,0.0,52.0,48.0
4543,RH_Vis_7__LH_SomMot_4,0.0,57.0,13.0
4542,RH_Vis_1__LH_Default_pCunPCC_2,0.0,51.0,50.0
4541,RH_Vis_1__LH_Default_PFC_2,0.0,51.0,43.0
4556,RH_Vis_3__LH_Default_PFC_2,0.0,53.0,43.0
4558,RH_Vis_3__LH_Default_Par_2,0.0,53.0,41.0
4575,RH_Vis_4__LH_SomMot_1,0.0,54.0,10.0
4559,RH_Vis_3__LH_Default_Par_1,0.0,53.0,40.0
4574,RH_Vis_4__LH_SomMot_2,0.0,54.0,11.0
4573,RH_Vis_4__LH_SomMot_3,0.0,54.0,12.0
4572,RH_Vis_4__LH_SomMot_4,0.0,54.0,13.0
4571,RH_Vis_4__LH_SomMot_5,0.0,54.0,14.0
4570,RH_Vis_4__LH_SomMot_6,0.0,54.0,15.0
4569,RH_Vis_4__LH_DorsAttn_Post_1,0.0,54.0,16.0
4568,RH_Vis_4__LH_DorsAttn_Post_2,0.0,54.0,17.0
4567,RH_Vis_4__LH_DorsAttn_Post_3,0.0,54.0,18.0
4566,RH_Vis_4__LH_DorsAttn_Post_4,0.0,54.0,19.0
4565,RH_Vis_4__LH_DorsAttn_Post_5,0.0,54.0,20.0
4564,RH_Vis_4__LH_Vis_5,0.0,54.0,5.0
4563,RH_Vis_4__LH_Vis_3,0.0,54.0,3.0
4562,RH_Vis_3__LH_Default_Temp_1,0.0,53.0,38.0
4561,RH_Vis_4__LH_Vis_2,0.0,54.0,2.0
4560,RH_Vis_3__LH_Default_Temp_2,0.0,53.0,39.0
4463,RH_Vis_6__LH_SomMot_6,0.0,56.0,15.0
4461,RH_Vis_6__LH_DorsAttn_Post_2,0.0,56.0,17.0
4614,RH_Vis_3__LH_DorsAttn_FEF_1,0.0,53.0,23.0
4357,RH_Vis_4__LH_Cont_pCun_1,0.0,54.0,36.0
4364,RH_Vis_4__LH_SalVentAttn_Med_2,0.0,54.0,29.0
4363,RH_Vis_4__LH_SalVentAttn_Med_3,0.0,54.0,30.0
4362,RH_Vis_4__LH_Limbic_OFC_1,0.0,54.0,31.0
4361,RH_Vis_4__LH_Limbic_TempPole_1,0.0,54.0,32.0
4360,RH_Vis_4__LH_Limbic_TempPole_2,0.0,54.0,33.0
4359,RH_Vis_4__LH_Cont_Par_1,0.0,54.0,34.0
4358,RH_Vis_4__LH_Cont_PFCl_1,0.0,54.0,35.0
4356,RH_Vis_4__LH_Cont_Cing_1,0.0,54.0,37.0
4460,RH_Vis_6__LH_DorsAttn_Post_3,0.0,56.0,18.0
4355,RH_Vis_4__LH_Default_Temp_1,0.0,54.0,38.0
4354,RH_Vis_4__LH_Default_Temp_2,0.0,54.0,39.0
4353,RH_Vis_5__LH_Vis_6,0.0,55.0,6.0
4352,RH_Vis_5__LH_Vis_8,0.0,55.0,8.0
4351,RH_Vis_5__LH_Default_PFC_4,0.0,55.0,45.0
4350,RH_Vis_5__LH_SalVentAttn_Med_1,0.0,55.0,28.0
4349,RH_Vis_5__LH_SalVentAttn_Med_3,0.0,55.0,30.0
4365,RH_Vis_4__LH_SalVentAttn_Med_1,0.0,54.0,28.0
4366,RH_Vis_4__LH_SalVentAttn_PFCl_1,0.0,54.0,27.0
4367,RH_Vis_4__LH_SalVentAttn_FrOperIns_2,0.0,54.0,26.0
4368,RH_Vis_4__LH_SalVentAttn_FrOperIns_1,0.0,54.0,25.0
4383,RH_Vis_4__LH_Default_PFC_7,0.0,54.0,48.0
4382,RH_Vis_4__LH_Default_pCunPCC_1,0.0,54.0,49.0
4381,RH_Vis_4__LH_Default_pCunPCC_2,0.0,54.0,50.0
4380,RH_Vis_4__RH_Vis_1,0.0,54.0,51.0
4379,RH_Vis_4__RH_Vis_2,0.0,54.0,52.0
4378,RH_Vis_4__RH_Vis_3,0.0,54.0,53.0
4377,RH_Vis_5__LH_Vis_1,0.0,55.0,1.0
4376,RH_Vis_5__LH_Vis_2,0.0,55.0,2.0
4375,RH_Vis_5__LH_Vis_3,0.0,55.0,3.0
4374,RH_Vis_5__LH_Vis_4,0.0,55.0,4.0
4373,RH_Vis_5__LH_Vis_5,0.0,55.0,5.0
4372,RH_Vis_4__LH_Default_PFC_2,0.0,54.0,43.0
4371,RH_Vis_4__LH_Default_Par_2,0.0,54.0,41.0
4370,RH_Vis_5__LH_Vis_7,0.0,55.0,7.0
4369,RH_Vis_4__LH_Default_Par_1,0.0,54.0,40.0
4348,RH_Vis_5__LH_Limbic_OFC_1,0.0,55.0,31.0
4347,RH_Vis_5__LH_Limbic_TempPole_1,0.0,55.0,32.0
4346,RH_Vis_5__LH_Limbic_TempPole_2,0.0,55.0,33.0
4327,RH_Vis_5__LH_SomMot_4,0.0,55.0,13.0
4325,RH_Vis_5__LH_DorsAttn_Post_1,0.0,55.0,16.0
4324,RH_Vis_5__LH_DorsAttn_Post_2,0.0,55.0,17.0
4323,RH_Vis_5__LH_DorsAttn_Post_3,0.0,55.0,18.0
4322,RH_Vis_5__LH_DorsAttn_Post_4,0.0,55.0,19.0
4321,RH_Vis_5__LH_DorsAttn_Post_5,0.0,55.0,20.0
4320,RH_Vis_5__LH_DorsAttn_Post_6,0.0,55.0,21.0
4319,RH_Vis_5__LH_DorsAttn_PrCv_1,0.0,55.0,22.0
4318,RH_Vis_5__LH_DorsAttn_FEF_1,0.0,55.0,23.0
4317,RH_Vis_5__LH_SalVentAttn_ParOper_1,0.0,55.0,24.0
4316,RH_Vis_5__LH_SalVentAttn_FrOperIns_1,0.0,55.0,25.0
4315,RH_SomMot_4__LH_SalVentAttn_ParOper_1,0.0,62.0,24.0
4314,RH_SomMot_4__LH_Cont_pCun_1,0.0,62.0,36.0
4313,RH_SomMot_4__LH_SalVentAttn_FrOperIns_2,0.0,62.0,26.0
4312,RH_DorsAttn_Post_2__RH_SomMot_2,0.0,68.0,60.0
4311,RH_DorsAttn_Post_2__RH_Vis_3,0.0,68.0,53.0
4326,RH_Vis_5__LH_SomMot_6,0.0,55.0,15.0
4328,RH_Vis_5__LH_SomMot_3,0.0,55.0,12.0
4345,RH_Vis_5__LH_Cont_Par_1,0.0,55.0,34.0
4329,RH_Vis_5__LH_SomMot_2,0.0,55.0,11.0
4344,RH_Vis_5__LH_Cont_PFCl_1,0.0,55.0,35.0
4343,RH_Vis_5__LH_Cont_pCun_1,0.0,55.0,36.0
4342,RH_Vis_5__LH_Cont_Cing_1,0.0,55.0,37.0
4341,RH_Vis_5__LH_Default_Temp_1,0.0,55.0,38.0
4340,RH_Vis_5__LH_Default_Temp_2,0.0,55.0,39.0
4339,RH_Vis_5__LH_Default_Par_1,0.0,55.0,40.0
4338,RH_Vis_5__LH_Default_Par_2,0.0,55.0,41.0
4337,RH_Vis_5__LH_Default_PFC_1,0.0,55.0,42.0
4336,RH_Vis_5__LH_Default_PFC_2,0.0,55.0,43.0
4335,RH_Vis_5__LH_Default_PFC_3,0.0,55.0,44.0
4334,RH_Vis_5__LH_SalVentAttn_Med_2,0.0,55.0,29.0
4333,RH_Vis_5__LH_SalVentAttn_PFCl_1,0.0,55.0,27.0
4332,RH_Vis_5__LH_Vis_9,0.0,55.0,9.0
4331,RH_Vis_5__LH_SalVentAttn_FrOperIns_2,0.0,55.0,26.0
4330,RH_Vis_5__LH_SomMot_1,0.0,55.0,10.0
4384,RH_Vis_4__LH_Default_PFC_6,0.0,54.0,47.0
4385,RH_Vis_4__LH_Default_PFC_5,0.0,54.0,46.0
4386,RH_Vis_4__LH_Default_PFC_4,0.0,54.0,45.0
4442,RH_Vis_5__RH_Vis_1,0.0,55.0,51.0
4440,RH_Vis_5__RH_Vis_3,0.0,55.0,53.0
4439,RH_Vis_5__RH_Vis_4,0.0,55.0,54.0
4438,RH_Vis_6__LH_Vis_1,0.0,56.0,1.0
4437,RH_Vis_6__LH_Vis_2,0.0,56.0,2.0
4436,RH_Vis_6__LH_Vis_3,0.0,56.0,3.0
4435,RH_Vis_6__LH_Vis_4,0.0,56.0,4.0
4434,RH_Vis_6__LH_Vis_5,0.0,56.0,5.0
4433,RH_Vis_6__LH_Vis_6,0.0,56.0,6.0
4432,RH_Vis_6__LH_Vis_7,0.0,56.0,7.0
4431,RH_Vis_6__LH_Vis_8,0.0,56.0,8.0
4430,RH_Vis_6__LH_Vis_9,0.0,56.0,9.0
4429,RH_Vis_6__LH_SalVentAttn_Med_3,0.0,56.0,30.0
4428,RH_Vis_6__LH_Limbic_OFC_1,0.0,56.0,31.0
4427,RH_Vis_6__LH_Limbic_TempPole_1,0.0,56.0,32.0
4426,RH_Vis_6__RH_Vis_1,0.0,56.0,51.0
4441,RH_Vis_5__RH_Vis_2,0.0,55.0,52.0
4443,RH_Vis_5__LH_Default_pCunPCC_2,0.0,55.0,50.0
4424,RH_Vis_6__RH_Vis_4,0.0,56.0,54.0
4444,RH_Vis_5__LH_Default_pCunPCC_1,0.0,55.0,49.0
4459,RH_Vis_6__LH_DorsAttn_Post_4,0.0,56.0,19.0
4458,RH_Vis_6__LH_DorsAttn_Post_5,0.0,56.0,20.0
4457,RH_Vis_6__LH_DorsAttn_PrCv_1,0.0,56.0,22.0
4456,RH_Vis_4__LH_SalVentAttn_ParOper_1,0.0,54.0,24.0
4455,RH_Vis_6__LH_DorsAttn_FEF_1,0.0,56.0,23.0
4454,RH_Vis_6__LH_SalVentAttn_ParOper_1,0.0,56.0,24.0
4453,RH_Vis_6__LH_SalVentAttn_FrOperIns_1,0.0,56.0,25.0
4452,RH_Vis_6__LH_SalVentAttn_FrOperIns_2,0.0,56.0,26.0
4451,RH_Vis_6__LH_SalVentAttn_PFCl_1,0.0,56.0,27.0
4450,RH_Vis_6__LH_SalVentAttn_Med_1,0.0,56.0,28.0
4449,RH_Vis_6__LH_SalVentAttn_Med_2,0.0,56.0,29.0
4448,RH_Vis_6__LH_SomMot_4,0.0,56.0,13.0
4447,RH_Vis_6__LH_SomMot_3,0.0,56.0,12.0
4446,RH_Vis_6__LH_SomMot_2,0.0,56.0,11.0
4445,RH_Vis_6__LH_SomMot_1,0.0,56.0,10.0
4425,RH_Vis_6__RH_Vis_3,0.0,56.0,53.0
4423,RH_Vis_6__RH_Vis_5,0.0,56.0,55.0
4387,RH_Vis_4__LH_Default_PFC_3,0.0,54.0,44.0
4404,RH_Vis_6__LH_Cont_pCun_1,0.0,56.0,36.0
4402,RH_Vis_6__LH_Default_Temp_1,0.0,56.0,38.0
4401,RH_Vis_6__LH_Default_Temp_2,0.0,56.0,39.0
4400,RH_Vis_6__LH_Default_Par_1,0.0,56.0,40.0
4399,RH_Vis_6__LH_Default_Par_2,0.0,56.0,41.0
4398,RH_Vis_6__LH_Default_PFC_1,0.0,56.0,42.0
4397,RH_Vis_6__LH_Default_PFC_2,0.0,56.0,43.0
4396,RH_Vis_6__LH_Default_PFC_3,0.0,56.0,44.0
4395,RH_Vis_6__LH_Default_PFC_4,0.0,56.0,45.0
4394,RH_Vis_6__LH_Default_PFC_5,0.0,56.0,46.0
4393,RH_Vis_6__LH_Default_PFC_6,0.0,56.0,47.0
4392,RH_Vis_6__LH_Default_PFC_7,0.0,56.0,48.0
4391,RH_Vis_5__LH_Default_PFC_7,0.0,55.0,48.0
4390,RH_Vis_5__LH_Default_PFC_6,0.0,55.0,47.0
4389,RH_Vis_5__LH_Default_PFC_5,0.0,55.0,46.0
4388,RH_Vis_4__LH_Default_PFC_1,0.0,54.0,42.0
4403,RH_Vis_6__LH_Cont_Cing_1,0.0,56.0,37.0
4405,RH_Vis_6__LH_Cont_PFCl_1,0.0,56.0,35.0
4422,RH_Vis_7__LH_Vis_1,0.0,57.0,1.0
4406,RH_Vis_6__LH_Cont_Par_1,0.0,56.0,34.0
4421,RH_Vis_7__LH_Vis_2,0.0,57.0,2.0
4420,RH_SomMot_4__LH_SalVentAttn_FrOperIns_1,0.0,62.0,25.0
4419,RH_Vis_7__LH_Vis_4,0.0,57.0,4.0
4418,RH_Vis_7__LH_Vis_5,0.0,57.0,5.0
4417,RH_Vis_7__LH_Vis_6,0.0,57.0,6.0
4416,RH_Vis_7__LH_Vis_7,0.0,57.0,7.0
4415,RH_Vis_7__LH_Vis_8,0.0,57.0,8.0
4414,RH_Vis_7__LH_Vis_9,0.0,57.0,9.0
4413,RH_Vis_7__LH_SomMot_1,0.0,57.0,10.0
4412,RH_Vis_7__LH_SomMot_2,0.0,57.0,11.0
4411,RH_Vis_7__LH_SomMot_3,0.0,57.0,12.0
4410,RH_Vis_6__RH_Vis_2,0.0,56.0,52.0
4409,RH_Vis_6__LH_Default_pCunPCC_2,0.0,56.0,50.0
4408,RH_Vis_6__LH_Limbic_TempPole_2,0.0,56.0,33.0
4407,RH_Vis_6__LH_Default_pCunPCC_1,0.0,56.0,49.0
4613,RH_Vis_3__LH_SalVentAttn_ParOper_1,0.0,53.0,24.0
4615,RH_Vis_3__LH_DorsAttn_PrCv_1,0.0,53.0,22.0
3699,RH_Vis_1__LH_DorsAttn_Post_6,0.0,51.0,21.0
4816,RH_Vis_7__LH_SalVentAttn_ParOper_1,0.0,57.0,24.0
4823,RH_Vis_7__LH_DorsAttn_FEF_1,0.0,57.0,23.0
4822,RH_Vis_7__LH_DorsAttn_Post_2,0.0,57.0,17.0
4821,RH_Vis_7__LH_DorsAttn_Post_3,0.0,57.0,18.0
4820,RH_Vis_7__LH_DorsAttn_Post_4,0.0,57.0,19.0
4819,RH_Vis_7__LH_DorsAttn_Post_5,0.0,57.0,20.0
4818,RH_Vis_7__LH_DorsAttn_Post_6,0.0,57.0,21.0
4817,RH_Vis_7__LH_DorsAttn_PrCv_1,0.0,57.0,22.0
4815,RH_Vis_7__LH_Limbic_OFC_1,0.0,57.0,31.0
4768,RH_SomMot_3__LH_SomMot_3,0.0,61.0,12.0
4814,RH_Vis_7__LH_SalVentAttn_FrOperIns_1,0.0,57.0,25.0
4813,RH_Vis_7__LH_SalVentAttn_FrOperIns_2,0.0,57.0,26.0
4812,RH_Vis_7__LH_SalVentAttn_PFCl_1,0.0,57.0,27.0
4811,RH_Vis_7__LH_SalVentAttn_Med_1,0.0,57.0,28.0
4810,RH_Vis_7__LH_SalVentAttn_Med_2,0.0,57.0,29.0
4809,RH_Vis_7__LH_SalVentAttn_Med_3,0.0,57.0,30.0
4808,RH_Vis_7__LH_Default_PFC_7,0.0,57.0,48.0
4824,RH_Vis_7__LH_Limbic_TempPole_1,0.0,57.0,32.0
4825,RH_Vis_7__LH_Limbic_TempPole_2,0.0,57.0,33.0
4826,RH_Vis_7__LH_Cont_Par_1,0.0,57.0,34.0
4827,RH_Vis_7__LH_Default_PFC_6,0.0,57.0,47.0
4842,RH_Vis_7__LH_Default_pCunPCC_1,0.0,57.0,49.0
4841,RH_Vis_7__LH_Cont_PFCl_1,0.0,57.0,35.0
4840,RH_Vis_7__LH_Cont_pCun_1,0.0,57.0,36.0
4839,RH_Vis_7__LH_Cont_Cing_1,0.0,57.0,37.0
4838,RH_Vis_7__LH_Default_Temp_1,0.0,57.0,38.0
4837,RH_Vis_7__LH_Default_Temp_2,0.0,57.0,39.0
4836,RH_Vis_7__LH_Default_Par_1,0.0,57.0,40.0
4835,RH_Vis_7__LH_Default_Par_2,0.0,57.0,41.0
4834,RH_Vis_7__LH_Default_PFC_1,0.0,57.0,42.0
4833,RH_Vis_7__LH_Default_PFC_2,0.0,57.0,43.0
4832,RH_Vis_7__LH_Default_PFC_3,0.0,57.0,44.0
4831,RH_Vis_7__LH_Default_PFC_4,0.0,57.0,45.0
4830,RH_Vis_7__LH_Default_PFC_5,0.0,57.0,46.0
