,0
0,0.3371488008540868
1,0.35512640675052726
2,0.03719043731799367
3,-0.09104540150046488
4,-0.13267899744697528
5,0.245183276172677
6,-0.10239482964547611
7,0.33626983971204216
8,-0.16188263934366215
9,0.16129393570234668
10,0.38551102253759384
11,0.20818845797739036
12,0.3714212332573812
13,0.4746609616401121
14,0.5166564894825353
15,0.5042755753618533
16,0.4745041176263315
17,0.3096912073035479
18,-0.07817431379108856
19,-0.16099859870258634
20,0.21521460497726255
21,0.14630816032327298
22,0.1895781049230548
23,0.20926592194126803
24,0.2923753812823535
25,0.436374044489335
26,0.5627284427699806
27,0.6355831152292502
28,0.615156807586608
29,0.5177761535967924
30,0.20648008313724117
31,0.12509781703937822
32,0.3387839870579971
33,0.5072141325163533
34,0.5446447552239946
35,0.44282416096117333
36,0.391536325211517
37,0.5648356634639536
38,0.6622234396089357
39,0.5828119013751963
40,0.47839640236912095
41,0.4028022788395203
42,0.4369565581672904
43,0.3528853499844374
44,0.26175610797952265
45,0.1971212795383561
46,0.2522924224843986
47,0.32865965065091546
48,0.33505183174627184
49,0.21781695801894219
50,-0.07347603121045979
51,-0.2517628763789256
52,-0.2805884085919541
53,-0.19728394463239246
54,-0.10667279476755007
55,0.050431380548026906
56,0.21017250945635874
57,0.17496234998120505
58,-0.06991772018459387
59,-0.26152644084096005
60,-0.41429550344017174
61,-0.5059869028281776
62,-0.5225721597835746
63,-0.4755496340905983
64,-0.04292278224976254
65,0.15896038639877563
66,-0.1236395656004483
67,-0.03641015315325015
68,0.2957303973920439
69,0.32954299341342347
70,-0.13409353653230052
71,-0.36555899198311886
72,-0.4045142501343204
73,-0.4285087079151999
74,-0.414799397216489
75,-0.2399683983682611
76,-0.027232861625128845
77,-0.18664937304214152
78,-0.23937023518274556
79,-0.2170172730666027
80,-0.09028129877693777
81,0.05515943913102888
82,0.39136072394791366
83,0.48353950233815074
84,0.6257857998577404
85,0.6649238992727498
86,-0.1407389117987145
87,-0.379272130302667
88,-0.08828342229840867
89,0.20425153265033075
90,0.154846942068783
91,0.23714690604329727
92,0.39361979034112804
93,0.5190530347386417
94,0.10812166269722026
95,0.34022674834172806
96,0.4958869177805304
97,0.5422478299161999
98,0.5612308126311689
99,0.5441403171605839
100,0.3709742145593866
101,0.007082752885150926
102,0.1890383652583201
103,0.39865213937823335
104,0.5085117261369784
105,0.5497824794564862
106,0.5838002053753093
107,0.5645454833412882
108,0.4083266866026135
109,0.28794828144131707
110,0.42698768259251835
111,0.47106888901667865
112,0.49492672038325103
113,0.5490287979305665
114,0.5423348540483357
115,0.44092562746511443
116,0.36850535563678505
117,0.4301450494519281
118,0.3894522967870954
119,0.41008127595333793
120,0.4790909645131342
121,0.5007542199666435
122,0.45899063120121536
123,0.46426207377366513
124,0.4354060589875096
125,0.31788066407831866
126,0.33038922378508173
127,0.3948756533842416
128,0.43431145243394603
129,0.5254304262036192
130,0.4173315901889106
131,0.26209144185061223
132,0.2732599974416286
133,0.27619890791584834
134,0.5205632924097223
135,0.3676806807924626
136,0.24227023300895986
137,0.26135629344521494
138,0.15570824706806627
139,0.5008863033552153
140,0.3457177671145105
141,0.261412748826097
142,0.251575339763383
143,0.12511103049990463
144,0.46948534909170314
145,0.33640892812469114
146,0.26905880866648757
147,0.2225452164765464
148,0.4291891711584645
149,0.3012364986564034
150,0.23196323230470753
151,0.15973163797100187
152,0.32750999605755376
153,0.25693479687063064
154,0.17860832922584122
155,0.10940141658284928
156,0.27445547177218904
157,0.27046971972244893
158,0.2427571306851568
159,0.17228383751066617
160,-0.11392555176332353
161,0.34066344512870916
162,0.3584259615462351
163,0.43154130589527634
164,0.3335255256139395
165,0.47869829504979117
166,0.4956555739260695
167,0.6432046423050932
168,0.591993000109703
169,0.483980478560385
170,0.5955422421426602
171,0.7326157463196618
172,0.6998010656174809
173,0.629912676565468
174,0.3384465882911331
175,0.5220877617911461
176,0.6757860167476055
177,0.6909508900465225
178,0.6651412533010458
179,0.2699739806977343
180,0.35280093039693217
181,0.5417792412744024
182,0.5767368895254563
183,0.553755897671501
184,0.29693542930769795
185,0.25286478882396274
186,0.4488639520042685
187,0.4813080828679974
188,0.4121192987128076
189,0.4526430590049892
190,0.22341981339140474
191,0.33487511971676803
192,0.41598812468729446
193,0.299551506661492
194,0.2631071602925407
195,0.588187511173061
196,0.4181523934470643
197,0.31278262176633376
198,0.20346618460952914
199,0.03948348275056174
200,0.040315213175672625
201,-0.04351229630759575
202,0.5813264561012484
203,0.6403811220057715
204,0.4678212204712736
205,0.22176115356733928
206,-0.23165451733273015
207,-0.17150579936419869
208,-0.19410474447270643
209,0.46921031780545686
210,0.5289517472727516
211,0.5392941506241811
212,0.2939103382894411
213,-0.14973305991435729
214,-0.25534557720830225
215,-0.23392593026813593
216,-0.21370576380437747
217,0.39350933331523746
218,0.28276158065719276
219,0.2831287632130078
220,0.3359473467780766
221,0.07659735910932923
222,-0.024149941151649788
223,-0.08076918188605153
224,-0.1001840639475444
225,0.3205239293137988
226,0.19996855498113278
227,0.13751252724207644
228,0.21008162387010812
229,0.3447315159122411
230,0.16327144165749868
231,0.07596431612496736
232,0.04929942757850838
233,0.01369122778996476
234,-0.01875966443515801
235,0.27269645286158645
236,0.22465890059970997
237,0.15894512004589573
238,0.21703533888297133
239,0.39267292939351156
240,0.3861550878190899
241,0.2443834121825695
242,0.2480544517183654
243,0.19954648300215833
244,0.16573591895835482
245,0.19711051129958004
246,0.23630604184964624
247,0.3140000560948612
248,0.4450864336268202
249,0.4782578551359256
250,0.37766841109150484
251,0.430550455518933
252,0.38938944230263134
253,0.31955780404911177
254,0.18974528684405106
255,0.1797440860736683
256,0.2107287222377595
257,0.27066596588724945
258,0.3125036902884178
259,0.39990066836982147
260,0.5117553920474065
261,0.5243382343246589
262,0.6414415814117295
263,0.5230870210294819
264,0.43937495271227683
265,0.26242017431558645
266,0.30110051948102384
267,0.3018338088717483
268,0.2810090766656049
269,0.24395759992082353
270,0.3097220444474643
271,0.47705105602671444
272,0.6152572357198288
273,0.7862622684193318
274,0.6951386658386696
275,0.4958949229121003
276,0.27539038430223417
277,0.3381116747625805
278,0.33213985607770274
279,0.3003731779405225
280,0.26655168588126726
281,0.32127274180739807
282,0.4810891012944965
283,0.6309717681338173
284,0.7489408104279996
285,0.6944892098437062
286,0.5593662848088046
287,0.2863365689905906
288,-0.12474277699643838
289,0.35096825268389403
290,0.36325429518166896
291,0.2677795141366322
292,0.20594945023368025
293,0.3252627117194988
294,0.5200031767880614
295,0.6140098667969283
296,0.6128989663126976
297,0.5311141536514653
298,0.4482514863266142
299,0.21660255187554026
300,-0.15190320997235654
301,-0.250802732992988
302,0.13607316525295873
303,0.19670947360420735
304,0.05811992920814952
305,-0.07227726619226328
306,0.23506145359647432
307,0.5438886235681086
308,0.6040689301626128
309,0.44590359952425535
310,0.21802036754411894
311,0.1597403984057948
312,0.04116566924500114
313,-0.18818234434985165
314,-0.1612323403249908
315,0.17899005022642744
316,-0.09024822543952442
317,0.023457626938953254
318,-0.0956682334535202
319,-0.15870878192376012
320,0.26862315336887604
321,0.5317965114984262
322,0.585308135307429
323,0.2953846347888455
324,-0.16385651893536152
325,-0.21796169416045894
326,-0.1118201876679332
327,-0.168960367520201
328,0.008295946029300633
329,0.2642893437161702
330,0.3794217981686525
331,-0.02090662359029479
332,0.12146246865788443
333,0.032306215626461646
334,0.039550272123655625
335,0.3594079159272883
336,0.48360725940230764
337,0.49642482989031406
338,0.07226163742206905
339,-0.4279759736289765
340,-0.40319467660658415
341,-0.20728962477078397
342,-0.10135304197182103
343,0.13559762077105286
344,0.2957962497440062
345,0.16576980069608543
346,0.3723537678695234
347,0.31585987047464564
348,0.33085148525692587
349,0.4072933682079475
350,0.3290797027706107
351,0.12938292778625943
352,-0.27521923161399253
353,-0.5668325889893415
354,-0.4626753626074443
355,-0.21018351918387618
356,-0.015612889568839102
357,0.18667279598827793
358,0.2863242696858158
359,0.42660750207364423
360,0.3713106782450492
361,0.33823974585188704
362,0.5247963632659748
363,0.5123498100821559
364,0.48335522076487847
365,0.40894051695291384
366,0.06525873442296301
367,-0.23932838366873868
368,-0.4322546781347112
369,-0.6119366036500373
370,-0.4623344767142153
371,-0.12041803407209623
372,0.09027158825126186
373,0.21989182274901475
374,0.2806850290991179
375,0.37487810924677617
376,0.15139231356285168
377,0.47490808420141223
378,0.5960895241656031
379,0.5692617809055579
380,0.502886228926877
381,0.32061352953910616
382,-0.31110747578085723
383,-0.39069216799905276
384,-0.4669807893080677
385,-0.576264789753293
386,-0.38619290829553204
387,0.03690140399053056
388,0.1970556532335829
389,0.23881515658698005
390,0.2796277977939684
391,0.09178286825199777
392,-0.038408757427872635
393,0.004475017544369825
394,0.018938777942465408
395,0.49738089273115055
396,0.576290431547357
397,0.5412830290159176
398,0.47427572033215404
399,0.06968612563225417
400,-0.4440774947347675
401,-0.37944352019642863
402,-0.3991293323047372
403,-0.45602393412494213
404,-0.23240011146549658
405,0.21311859329258492
406,0.3097343745563342
407,0.3058907343120941
408,0.025479575460081602
409,-0.2961046223107471
410,-0.3055336487173974
411,-0.18736643348370427
412,-0.13755467808901672
413,0.41783154041171044
414,0.49923246299867513
415,0.4913538686309765
416,0.3721652034588836
417,-0.17017295517229217
418,-0.4098457374407392
419,-0.26129618006695765
420,-0.24444324943784573
421,-0.29670523081909445
422,-0.047805042357010656
423,0.3493300626736932
424,0.39326821852654203
425,0.34580590154576474
426,-0.22970037820293376
427,-0.48179965725178425
428,-0.48922866179247326
429,-0.39634130316817606
430,-0.2630021106094546
431,0.2477462058320923
432,0.41801414887538957
433,0.4069557775812424
434,0.19122433926490504
435,-0.21845544834178127
436,-0.28134475933642067
437,-0.08752045452720288
438,-0.05130917886311297
439,-0.09145105537631605
440,-0.01569279429487727
441,0.2666558794744727
442,0.41120645421559615
443,0.005162513106265214
444,-0.4374552320367663
445,-0.5829246622657819
446,-0.5449629460164687
447,-0.41905990296399853
448,0.10215290389121615
449,0.2829409132055186
450,0.2788414743517366
451,0.06497429027327246
452,-0.20457329746634736
453,-0.14556154594164397
454,0.09896618579016886
455,0.10919050953467728
456,0.013859420442736293
457,-0.062124135089019865
458,0.021821125353936092
459,0.14591591427173897
460,-0.19071702219316972
461,-0.5966059846187699
462,-0.6519599172309711
463,-0.4996926420121358
464,-0.35739403022476907
465,-0.1510868284675633
466,-0.014277013172976031
467,-0.06527351671543971
468,-0.1018582674335076
469,0.07429361378505225
470,0.23207090854864337
471,0.21771162113456233
472,0.049329646662622746
473,-0.15775419747840677
474,-0.22513478117131025
475,-0.01041850590627364
476,-0.2904140431258391
477,-0.6031960275900038
478,-0.5918220043242368
479,-0.6203570549226834
480,-0.5283619038206174
481,-0.3359459924545149
482,-0.17516138699951603
483,0.031798463694563434
484,0.22716450602192925
485,0.3016207272384076
486,0.2883230664589515
487,0.06435958102429057
488,-0.28414633907646464
489,-0.3530553754040012
490,-0.04263371609330481
491,-0.2019853570304609
492,-0.43289882701290777
493,-0.6501041880146927
494,-0.5226172517233598
495,-0.2543578304291661
496,-0.031461876490223986
497,0.14722882991561195
498,0.21026665576916687
499,0.32654865990299703
500,0.31082344817122365
501,0.011227119646838122
502,-0.4118768841926511
503,-0.38081992716757074
504,-0.013279172401761343
505,-0.006372921267989349
506,-0.520887797470743
507,-0.27202195511591687
508,0.10138662337649931
509,0.22565156491449603
510,0.2374481731798504
511,0.28010835422806335
512,0.3746103165974816
513,0.3734614456904956
514,0.17069425703008104
515,-0.33576240175796424
516,-0.2755887391646432
517,0.19885617636311734
518,-0.022705508470864024
519,0.0489190565430929
520,0.364649722206527
521,0.40168835755328675
522,0.2766963170401956
523,0.2894591103112098
524,0.4253854108359155
525,0.4883000530957201
526,0.48155331492384107
527,0.12730554469805494
528,0.15589791287184893
529,0.1381272316369964
530,0.2335025593909447
531,0.6186639887175398
532,0.6220034846386922
533,0.2480828928154322
534,-0.05934031872285691
535,0.14420421698774794
536,0.552723321206311
537,0.7169986056857284
538,0.5514000876563978
539,0.001590087290130776
540,0.504002587775215
541,0.6498803279244522
542,0.5540714185919527
543,0.06014719226286519
544,-0.23016322737999237
545,-0.11286294135002188
546,0.3762564493816838
547,0.7496901034133621
548,0.2046239978108348
549,0.4310521438873551
550,0.34044146267377884
551,-0.032103570221121654
552,-0.19913210589717156
553,-0.15962117755368713
554,-0.1257314976424578
555,0.12103909282214696
556,0.2270320698457019
557,-0.06709320474611644
558,-0.20663375671452353
559,-0.19238096051996853
560,0.09744612957276325
561,0.12074244632835512
562,-0.20358060841921025
563,-0.07200231177724471
564,-0.35915159157704674
565,-0.30645260824030035
566,0.0004886897867000179
567,0.3935611016691746
568,0.2060143927933577
569,-0.36755595453977774
570,-0.44392747811016614
571,-0.2701274791569357
572,0.25680420594762865
573,0.4123599551172595
574,-0.40845493788611237
575,-0.44969312350923724
576,-0.03659231876287333
577,0.2480993078810411
578,-0.42542316735645463
579,-0.2775751905124064
580,0.17818724184238793
581,-0.4072442125323812
582,0.18004853299378992
583,0.010737414253260432
584,0.3521028214251728
585,0.35813530032397667
586,0.42052467562630114
587,0.4661397500789316
588,0.4640901440816087
589,0.5110633008386066
590,0.5726392725926693
591,0.5335790853524575
592,0.4018676652935188
