,True,Predicted
0,0.16805331458054756,-0.6317122717316109
1,1.0146085149992332,0.21228079672114192
2,-0.7033948946152402,-0.3225799995521289
3,1.2760224211690543,0.29495806588679485
4,-2.325508511781018,-0.47214938170843623
5,0.9081481598272083,0.29732846443042343
6,1.086910158034227,-0.05936913556043211
7,0.7792184651689096,-0.35794020327989384
8,0.8599654056966555,-0.4147706467372605
9,-0.2774964492320976,0.41277319179067506
10,0.07377479784817598,0.867513894965322
11,-0.7971872831615427,-0.44829199382485885
12,0.3561305376121078,-0.7749008691531085
13,0.1796179536905042,0.5863111795465206
14,-1.5264963342619475,-0.3518887625422599
15,1.0898366866030458,0.8067716142317822
16,-0.003437845026789752,-0.18307654473084323
17,0.8502626609517183,0.7322596630850405
18,-1.7756146283386998,-0.8331710044781488
19,-1.8978855263979555,0.32646427431151626
20,-0.7499790173722104,-0.8855691624852309
21,1.2431261060503638,-0.8721053897775639
22,1.9732554843287207,-2.9101300493962435e-16
23,-1.4176082206916976,-1.062690547692557
24,-0.4974232959509629,-0.012362532010197769
25,-0.045216739916980025,0.38591816024840275
26,0.3088051011724702,0.2792366982382035
27,0.3879704893215306,-0.2189018265007825
28,0.25583166040005145,-0.27627102471736464
29,-0.7509783099341671,-0.6832716071016752
30,-1.6318709130105267,-0.5641905742968801
31,-0.34178650582668607,0.3512336939599059
32,1.3553257583537919,0.13261687848338688
33,0.34858806967527284,-0.10112834718760355
