,Predicted,True
0,-0.6488299303797546,0.31790177760942345
1,-0.0383946450127942,0.881633402124919
2,-0.17995383888095576,-0.6512907829837783
3,-0.04258927764268828,1.4478396945834202
4,-0.18764750245755746,-2.15395181007147
5,-0.3636408756084485,0.7374567886320418
6,-0.6455884386323077,0.8478748013197741
7,0.034683869626798786,0.7143685754945691
8,0.42061525263576427,1.0350615153234684
9,0.3339901971479334,-0.3866255482249646
10,-0.16469409245435063,-0.07493136694447784
11,0.3795100304617424,-0.7808595753931469
12,0.13305524797399113,0.3821104389164605
13,0.3051644454805339,0.06965908595732913
14,-0.4152708043513886,-1.4789196150410173
15,0.12758243977159756,1.167313642580812
16,0.016001628647301747,0.13306138863938755
17,-0.028388045515720276,0.7288059313865222
18,0.109693810722817,-1.699460655843866
19,-0.2544638103152483,-1.8052971608657462
20,-0.5850174261345304,-0.7623359167239521
21,0.16262264022059594,1.259789303108725
22,-0.018313180220000214,2.0790551068467464
23,-0.18334280887478424,-1.3881679314485798
24,0.1483434044465041,-0.5609322755338398
25,0.052096060873900535,0.012203050729586398
26,-0.022299331205075497,0.34109404200461557
27,-0.02162520058028816,0.4381458428509873
28,-0.6349564423280093,0.1662320694269522
29,-0.33105522089526407,-0.7735106650714826
30,-0.2424320286942941,-1.574708399064988
31,0.5320229513045629,-0.3155957169732755
32,-0.1771357542391063,1.5134459062643568
