,True,Predicted
0,0.16805331458054756,-0.21355366393866101
1,1.0146085149992332,-0.3450959207141223
2,-0.7033948946152402,-0.1122138274722813
3,1.2760224211690543,0.605782153166356
4,-2.325508511781018,-0.9898968451211063
5,0.9081481598272083,0.524396330951238
6,1.086910158034227,0.8874783055609979
7,0.7792184651689096,0.13035422925889065
8,0.8599654056966555,-0.2567489229222328
9,-0.2774964492320976,0.15466821256684354
10,0.07377479784817598,0.573646841948366
11,-0.7971872831615427,0.3165551418731171
12,0.3561305376121078,0.7093939482727784
13,0.1796179536905042,0.7373008226939868
14,-1.5264963342619475,-0.7509046908717213
15,1.0898366866030458,0.5193260300049201
16,-0.003437845026789752,0.7416637135694065
17,0.8502626609517183,0.4348518216340486
18,-1.7756146283386998,-0.27819551146300897
19,-1.8978855263979555,0.11865777380026751
20,-0.7499790173722104,-0.6367344718296314
21,1.2431261060503638,-0.34969539148660755
22,1.9732554843287207,0.6172637662995774
23,-1.4176082206916976,-1.1778837143563061
24,-0.4974232959509629,-0.028338892460301204
25,-0.045216739916980025,-0.3802004534070216
26,0.3088051011724702,0.39225668529673197
27,0.3879704893215306,-0.9739254002050071
28,0.25583166040005145,0.4151514331632728
29,-0.7509783099341671,-1.1335095739797572
30,-1.6318709130105267,-0.6793643354891948
31,-0.34178650582668607,0.2975220816237439
32,1.3553257583537919,0.1316378051566876
33,0.34858806967527284,0.09500075520408459
