Subject,ConvMMI,PCC,SMA,VSTR,Kolling,M1,VMPFC
101,0,8079.25769221929,9195.55009861386,5444.00885670379,9485.12884871284,13498.7933194848,9360.70153632757
101,0,8077.75466677589,9174.81639032247,5433.03442528651,9489.05617666628,13461.5086749911,9359.30318560671
101,0,8077.87777294058,9133.01042158498,5406.83891458502,9487.12158176972,13337.8798765525,9339.65507659943
101,0,8070.360800649,9091.10649553795,5413.77835392481,9487.61843370255,13303.0258088288,9317.23775314545
101,1.14775903275587e-06,8064.01782680785,9098.6645005558,5434.05960260531,9489.45952836268,13339.5659883939,9355.12372248428
101,1.46508225878609e-05,8075.42266891045,9089.88251661935,5451.79407962283,9512.16996816626,13353.5834129746,9384.76477910152
101,5.23102020887177e-05,8077.56505009866,9088.3853914888,5439.95363133745,9457.90037074853,13352.0164866217,9381.64019110431
101,0.000110511145020979,8095.26075929709,9116.20816523117,5450.8027817378,9434.58381280965,13367.301172501,9339.00126869912
101,0.000175489081064445,8124.53069157908,9146.32170356902,5450.93610838802,9494.94840276848,13391.4872412179,9336.47318514706
101,0.000233226359255196,8107.50291042718,9128.36619002652,5422.994520326,9471.98759106563,13378.5114220948,9304.1359143589
101,0.000265690606896919,8114.05292107172,9161.53209963087,5444.82078519042,9524.40485969302,13439.3989800347,9336.55478577044
101,0.000259889670839292,8135.15590931701,9165.97409041128,5470.82514322731,9553.28830248644,13434.5079342225,9387.20115998745
101,0.000221464497413038,8113.72448829178,9110.58792844066,5476.44079681861,9530.60392806181,13420.6199911177,9370.98615644892
101,0.000167270893590684,8114.01752249477,9128.17035035474,5470.60858292323,9565.92153971529,13411.2090902736,9365.18313231481
101,0.000113098154244434,8085.93368825398,9109.27169299627,5470.08980531113,9536.55403340712,13367.9217605808,9351.76205823871
101,6.80455234602983e-05,8056.03430645252,9081.08107540305,5467.80088896216,9528.9886983944,13268.6919428725,9331.27786303795
101,3.48915266283812e-05,8044.60354242895,9056.59457060955,5439.66161651025,9501.40375968717,13223.536114728,9309.9110742663
101,1.26412478746598e-05,8052.76524836441,9080.44374700993,5426.72869583974,9513.22842304248,13235.3357422223,9302.96446562674
101,-1.15914231976892e-06,8056.6878055971,9091.19881479669,5422.64877848435,9469.97267664954,13258.7764045737,9310.59401103086
101,-9.04950597627838e-06,8053.79548713333,9075.01794993011,5408.08229466214,9456.73145629687,13289.940336135,9321.9021539454
101,-1.30856416406025e-05,8096.9219587824,9095.32267250976,5424.8645931022,9482.18616801478,13299.7402959318,9311.79634699451
101,0.000184576928298289,8131.01718669107,9083.45899062875,5429.85346367871,9443.25814490786,13298.0022118723,9328.56665549237
101,0.00252918533529195,8113.56332292934,9037.31956439489,5422.23978394232,9403.92999767759,13252.3666747004,9283.62415647903
101,0.00906940192408967,8131.26443599615,9077.40643341083,5436.16387999351,9413.38275548591,13328.7990759173,9282.33726920315
101,0.0191771421561703,8133.27515391565,9105.84851418664,5443.22020550314,9474.9188569145,13359.5282020678,9307.20994855463
101,0.030461929934896,8115.8057481017,9132.63393827312,5433.77939080195,9473.23320307269,13379.8836989878,9278.25670844349
101,0.0406887422258444,8096.27545238643,9139.76913833847,5430.39472038867,9449.98964226533,13388.9265277569,9285.17355124407
101,0.0484730390203052,8072.02026144089,9155.75354275065,5445.30654409379,9478.50480984492,13408.7559077162,9288.15252949302
101,0.0516617108841208,8063.35681992575,9185.21746876251,5440.5754518494,9498.25107856019,13440.5200668291,9309.92870548904
101,0.0485573103181205,8061.79932504129,9148.79166034777,5447.16200701025,9465.06126452029,13417.1753546995,9281.65023569056
101,0.0403243337488456,8084.39928164779,9122.51627793082,5428.21947096313,9480.94171721219,13389.3794413075,9309.45645480273
101,0.0298599866305079,8101.28566138403,9077.30536622755,5434.99268751778,9508.95964762152,13335.3576691456,9319.9642858275
101,0.0197941139682709,8080.47689451584,9037.13730836158,5453.85503109555,9472.87673343767,13268.1218873809,9293.93916148369
101,0.0115875201230454,8073.13059804454,9027.86716004212,5429.91641025709,9456.92698482274,13251.4290698451,9280.23879013634
101,0.00562614021080314,8109.3014880075,9072.52374442243,5427.5879288208,9494.54961115342,13258.8948136463,9333.67391222944
101,0.00166881633685155,8142.06867636779,9108.56733053504,5434.58609090823,9509.75117035811,13264.980602297,9341.94079572508
101,-0.000755052335415656,8147.44241122147,9090.16843836771,5455.36315266904,9484.94301545971,13254.3039907254,9355.23236758851
101,-0.00211478926748666,8160.43496880855,9134.24665717399,5448.78104204122,9511.79371307161,13281.6553456016,9375.76138362006
101,-0.00278435209679887,8157.75835856221,9162.7844995083,5466.03510687324,9571.56775366564,13312.5866101039,9398.7272145323
101,-0.00282025144503053,8112.57829551805,9085.50862666037,5447.79476228599,9468.63862453761,13261.656598822,9348.07834937757
101,-0.000362395340267265,8082.15139765091,9063.70198730567,5437.61424340227,9416.77123487296,13276.8373160946,9321.58061950399
101,0.00662143339323323,8084.7367353524,9094.55747569636,5449.47691515143,9450.29601691174,13327.1256687784,9306.24508766674
101,0.0174081253911351,8068.90513290135,9098.29179548745,5435.2429648193,9429.22206518646,13342.8678060244,9254.94294222094
101,0.0294583052169235,8071.84073136192,9108.75456787745,5425.8454138786,9453.67761668536,13377.2447123731,9263.8807174178
101,0.0404112408845195,8053.6072299138,9126.97001169452,5437.05449530567,9465.56424468357,13381.8291177342,9262.54064453521
101,0.0490134300001696,8059.19237055009,9155.21939433191,5472.60291147157,9514.4598411556,13395.392622119,9285.67797272044
101,0.054831763339576,8071.06486349825,9141.34259266497,5447.85584650649,9503.63677288724,13423.8941624307,9258.2724058585
101,0.0561948019890683,8096.53946494442,9162.90871524868,5446.73792571653,9513.31455067664,13448.3411795679,9317.58955914216
101,0.0515191626304886,8103.71818191682,9125.74066705648,5450.44726954875,9515.35668513784,13386.9462954964,9358.52512840539
101,0.0419903447855578,8123.56100610526,9110.10735103171,5438.01091111712,9483.38468036539,13344.2894641844,9363.37344312677
101,0.0305203464402378,8142.57477245214,9121.86716228956,5444.848189012,9537.91920553738,13321.0841048803,9432.45652672243
101,0.0197347161914429,8087.90115259542,9061.67031615454,5446.3430113279,9504.87952895897,13231.6666103265,9370.32366726659
101,0.0110610908728533,8041.85188979706,9029.83607400769,5427.98334409529,9472.46863047963,13242.732813126,9327.91009968506
101,0.00488221884099016,8059.53461021989,9047.42879985804,5458.46085784439,9484.52274966942,13240.0729637907,9361.39084818881
101,0.000842849459025564,8020.74129979178,8986.92788895994,5447.50888389226,9434.55657916485,13182.7287752418,9335.94301116875
101,-0.00143748272567259,8004.68028482677,8982.66709938072,5418.89727745875,9415.0921159447,13200.2785110691,9337.95128381613
101,-0.00111959641244432,8043.99872904349,9060.42216501776,5424.98240597166,9480.26208803395,13264.959066103,9355.94328795062
101,0.0028129547291157,8079.54960174791,9099.23861582575,5434.00261592634,9502.96124349307,13311.0366104865,9397.46836454609
101,0.00964571245786109,8080.87119791624,9107.50017324848,5440.14804557634,9490.96247949585,13325.2751991728,9372.54454811051
101,0.0174945791174529,8091.16534748445,9168.75911113074,5458.85248656063,9506.57612584527,13368.8262868158,9361.18927025481
101,0.0247588444164449,8071.96342102215,9156.00425948929,5448.08799080217,9527.84657638215,13386.7445949978,9307.30215792773
101,0.0304106126749156,8100.47547368193,9190.96883960454,5441.24118729083,9525.29500242702,13439.916565637,9296.78632885807
101,0.032919574995391,8111.48070440003,9182.78509674164,5462.08399722268,9500.37036642801,13450.0860477458,9332.44734190347
101,0.0310874884347131,8111.53369596453,9132.84089858212,5442.41460935972,9449.20888342344,13421.692887961,9288.37359588183
101,0.025703295640585,8115.20725232639,9089.61233087509,5435.12960179556,9416.59840658685,13371.6356187261,9291.8980065762
101,0.0187591503223845,8108.8595607016,9068.63468198106,5415.59716661454,9440.18185194329,13316.4450194965,9292.16212611664
101,0.0120666425010188,8079.31596926541,9032.9185598273,5391.32722785005,9402.20926447635,13241.2111136499,9299.72533471387
101,0.00663258869760646,8074.62454131544,9028.93467623543,5406.10965296127,9433.0957135863,13196.0237475447,9324.89909527795
101,0.00272315911308614,8084.50740751964,9091.51089638158,5438.72695369447,9433.61673243338,13230.3623387698,9340.32267911373
101,0.000172539218911744,8090.37573035139,9114.7590649116,5444.80980528613,9474.8539006009,13270.2642676199,9355.55423161233
101,-0.00134303504638982,8056.15536097566,9087.66944727383,5431.29885444538,9474.22144744661,13267.2179574124,9311.14736207268
101,-0.0020924750765938,8042.53247495645,9104.53958185458,5459.30638634513,9497.23858776614,13288.1465749713,9292.3627348188
101,-0.00237508308783102,8046.80644343141,9111.16445726811,5459.65709964827,9494.624517734,13273.7982789825,9313.26279170074
101,-0.00235141377039141,8048.45684468169,9091.50356043704,5426.83006736073,9474.20120273584,13275.6256305227,9317.91139919276
101,-0.00214415128707882,8065.524959258,9119.82489698898,5440.31265337351,9478.24222882214,13336.9855685764,9316.51523191824
101,-0.00184763104736965,8071.93217275558,9138.79236203832,5453.28829393101,9456.58660571564,13365.1937920117,9308.67610647364
101,-0.00152574402892628,8086.71324739035,9169.59565475613,5458.0497815964,9455.13748137888,13437.0948646306,9295.48373515245
101,-0.00121481247743893,8084.27234242232,9177.48213000066,5449.83106590318,9458.2357245079,13436.5064356443,9304.24716590824
101,-0.000984511280073283,8101.36851861292,9212.44645283264,5439.59170336473,9510.11991109986,13451.9758279915,9315.77677463339
101,-0.000796705028668,8102.94722479312,9193.36781697925,5453.13311886506,9478.07547776764,13446.177214272,9325.73974431062
101,-0.000671008321609145,8122.63672828386,9158.72016276172,5446.24720594232,9476.60348737949,13450.0113189784,9322.14698632694
101,-0.000600382205918465,8105.32788267306,9115.73613914442,5421.90910037912,9445.341885273,13387.8942340731,9312.07110312135
101,-0.000561114147075304,8082.28624275684,9070.17141515378,5419.73958990764,9412.26925481011,13334.2762666795,9264.23862301716
101,-0.000530874686186536,8076.45175636156,9082.40202461321,5413.25517549652,9397.22952278681,13290.4259739194,9285.49934083517
101,-0.000497008646519742,8065.9534787479,9099.40022216455,5434.64572865369,9434.60250584787,13300.6487341552,9315.67069555659
101,-0.000455889986670227,8075.12319322134,9107.77680934733,5427.05103629379,9460.61177351491,13273.3829688265,9333.12626235909
101,-0.00040908177863481,8090.6859124359,9087.06294401641,5422.68394994322,9436.90816363359,13273.6496082969,9326.18542245194
101,0.000166236919921743,8092.90388884509,9115.56354164061,5447.17755023651,9499.05131451485,13316.7962569973,9351.86184998859
101,0.00603352334703961,8094.36069224549,9131.04577316702,5460.30668496685,9522.2194629377,13340.5694832218,9370.68244016202
101,0.0222529089563134,8065.85959514547,9096.67561738215,5451.91461040143,9496.58586740928,13298.1317340384,9336.68123981633
101,0.047273716702685,8053.01866919011,9115.97308267773,5442.77300793612,9479.2093034447,13353.3858100043,9315.23329303453
101,0.075192762959286,8057.80105599849,9107.49138770372,5435.94293658219,9445.86871040397,13357.2212599186,9283.0793889441
101,0.100490959133073,8050.44175239008,9150.20570008021,5446.31919114068,9457.62992413464,13409.9985311568,9276.44858791717
101,0.119715889955712,8077.70132695269,9180.7425000899,5448.85065413437,9486.49520349324,13428.13129775,9288.13412934371
101,0.127590947239226,8085.64937631227,9151.94445075248,5446.96072908981,9474.50039779099,13424.9653923708,9289.01889070901
101,0.119923612124466,8098.06011916746,9172.11063415393,5450.34196813109,9492.61871014244,13443.4776143566,9318.64757485989
101,0.0995898641968304,8115.90305503367,9169.62779181181,5444.46543272927,9478.83641139696,13401.7215661378,9332.95484720928
101,0.0737451689613599,8093.22284660618,9125.41214298892,5443.03127340361,9460.81302280354,13365.7328489472,9329.48837377479
101,0.0488846851437469,8034.23084130882,9058.14108123077,5416.94480876681,9450.84045678227,13279.9439485121,9313.47472141519
101,0.0286162838941727,8036.7999666668,9063.29436196874,5435.09833033647,9458.63211943877,13257.222386026,9322.28294031101
101,0.0138931292562847,8070.53673543586,9059.71515067243,5433.8562106861,9503.66893275894,13255.6734982569,9345.35517146211
101,0.00411959493417604,8083.77325385283,8996.76882340342,5408.42838839131,9458.64115041887,13225.1773622518,9367.76101609654
101,-0.00186731790451294,8103.16012857934,9035.33545195477,5427.50636939313,9455.95723289159,13250.1895075524,9390.26899234759
101,-0.00516595230776671,8131.55596487662,9092.52674573494,5450.31224561596,9504.38238960188,13277.3707718808,9410.48879449511
101,-0.00611919939336555,8115.51239289335,9052.81805127999,5442.72007994312,9472.80478165171,13253.9969859762,9397.71768685649
101,-0.00476919078259266,8155.17491334781,9081.97153692606,5448.1526273712,9498.88958828502,13321.7205292357,9434.68108795284
101,-0.00173425344371238,8146.75063786975,9102.79952453894,5443.57263619373,9498.22939463586,13361.6830020046,9393.73128849586
101,0.00200061379153027,8133.35866467934,9130.59827986636,5457.09159301359,9492.66619712858,13411.7289793879,9377.05181190087
101,0.00560184272605499,8126.6538535987,9161.5518497622,5468.22565222458,9530.829660196,13424.5209576642,9380.07978044085
101,0.0086150912854861,8113.27278752835,9149.87846731476,5464.88625592104,9510.67255524613,13453.933331351,9339.98871841477
101,0.0109178368456628,8099.13794370645,9177.31385139678,5471.6527145618,9537.46750170519,13481.6528389868,9352.25046044456
101,0.0125201937731927,8079.99596091798,9185.1001688904,5476.32287668839,9532.72286913749,13459.2443585083,9335.87055781947
101,0.0129801741233773,8101.12866860973,9172.81133240491,5501.29228459373,9550.98138411389,13478.9011939937,9360.73145095909
101,0.01182548534153,8136.48744410013,9240.16314427328,5480.75110479623,9612.53789188036,13508.3616616447,9405.02356994716
101,0.00935594884861884,8170.71131574061,9237.7482892079,5476.88365048118,9620.57227085565,13501.5821700137,9426.40589416591
101,0.00636613007994544,8169.47647614956,9153.72914334538,5476.72259263663,9593.35044941751,13446.1654569186,9373.24778841978
101,0.00357796565616607,8132.61568118236,9095.8118925066,5445.27104425518,9516.97906484333,13347.1020189595,9329.45576532464
101,0.00138113357609587,8109.37368538676,9069.04144596133,5436.72516293635,9487.82275390625,13304.0212209327,9346.5695107836
101,-0.000139212611649404,8092.26077457694,9059.76092833434,5416.69267935082,9484.31367637336,13265.3137396571,9362.24483832531
101,-0.000951338188184867,8072.61964941849,9057.48181975592,5401.18227957133,9435.50854740643,13249.4063129479,9321.90707598682
101,-0.00134842040842584,8089.38049724886,9070.79742015131,5427.18753798746,9465.51805934487,13258.9921803705,9331.93842455446
101,-0.00144309795977979,8103.08177290489,9126.7523504337,5430.35102501561,9527.82761658074,13287.4056130434,9361.08389412866
101,-0.00107812229724687,8085.86413242781,9098.7282542377,5431.01994723701,9517.35078940981,13285.5267815658,9362.95033409968
101,-4.84191405892223e-05,8089.38377651119,9099.03972999034,5439.42037404386,9477.74198507382,13322.9444091449,9333.84228337312
101,0.00151216842339435,8126.7734073255,9164.64437314733,5440.9758851148,9519.53556476383,13393.2352983524,9314.05928709154
101,0.00312666750746993,8117.99139917504,9136.08651821952,5448.28934084323,9510.58651836377,13419.5682374786,9292.27802391617
101,0.00461663166211769,8131.44703617037,9179.82785599094,5442.06607460626,9525.05847606036,13476.4160199722,9300.86977076439
101,0.0057801505259375,8118.05464862625,9162.99003620922,5465.79215563081,9487.70566552708,13465.3743296566,9285.58636099408
101,0.00631518752821705,8104.43091107612,9126.93893943788,5429.89924558429,9462.24585366313,13436.7943196962,9274.95849708438
101,0.00598512580030372,8110.33071095496,9141.49729691331,5418.81239166281,9491.12599539284,13405.2479428892,9289.25892388717
